name,owner,repo_name,stars,created_at,updated_at,primary_language,releases,open_issues,closed_issues,closed_issues_ratio,merged_pull_requests,age_years,days_since_update
AdguardTeam/AdGuardHome,AdguardTeam,AdGuardHome,29764,2016-07-06T10:31:47Z,2025-08-22T14:31:42Z,Go,214,1132,4631,0.8,124,9.13,0
restic/restic,restic,restic,29750,2014-04-27T14:07:58Z,2025-08-22T12:25:01Z,Go,48,423,2392,0.85,2184,11.32,0
DevToys-app/DevToys,DevToys-app,DevToys,29745,2021-09-29T01:40:41Z,2025-08-22T14:48:35Z,C#,38,275,658,0.71,497,3.9,0
herrbischoff/awesome-macos-command-line,herrbischoff,awesome-macos-command-line,29741,2015-09-22T19:37:55Z,2025-08-22T04:55:45Z,Unknown,0,0,0,0.0,104,9.91,0
jobbole/awesome-python-cn,jobbole,awesome-python-cn,29738,2015-11-03T09:50:50Z,2025-08-22T14:04:10Z,Makefile,0,13,18,0.58,51,9.8,0
vuejs/vue-cli,vuejs,vue-cli,29712,2015-12-26T23:11:20Z,2025-08-22T09:39:47Z,JavaScript,178,935,4563,0.83,1259,9.65,0
cheeriojs/cheerio,cheeriojs,cheerio,29703,2011-10-09T04:23:20Z,2025-08-22T07:32:14Z,TypeScript,61,21,1199,0.98,2840,13.87,0
nothings/stb,nothings,stb,29703,2014-05-25T16:51:23Z,2025-08-22T16:24:58Z,C,0,199,694,0.78,288,11.24,0
wailsapp/wails,wailsapp,wails,29699,2018-12-15T23:14:06Z,2025-08-22T15:51:14Z,Go,242,259,1873,0.88,1503,6.68,0
facebook/folly,facebook,folly,29698,2012-06-01T20:49:04Z,2025-08-22T10:07:09Z,C++,254,293,931,0.76,13,13.22,0
trailofbits/algo,trailofbits,algo,29677,2016-05-15T03:42:48Z,2025-08-22T17:12:31Z,Python,3,83,1536,0.95,576,9.27,0
hyprwm/Hyprland,hyprwm,Hyprland,29656,2022-03-16T19:49:13Z,2025-08-22T17:19:05Z,C++,96,60,7212,0.99,1883,3.43,0
vbenjs/vue-vben-admin,vbenjs,vue-vben-admin,29636,2020-07-11T02:29:21Z,2025-08-22T16:35:46Z,Vue,60,128,3470,0.96,1638,5.11,0
JushBJJ/Mr.-Ranedeer-AI-Tutor,JushBJJ,Mr.-Ranedeer-AI-Tutor,29627,2023-03-31T12:37:26Z,2025-08-22T13:54:21Z,Unknown,3,13,34,0.72,18,2.4,0
microsoft/WSL,microsoft,WSL,29623,2016-04-06T17:32:56Z,2025-08-22T15:45:30Z,C++,94,1017,10719,0.91,137,9.38,0
apolloconfig/apollo,apolloconfig,apollo,29610,2016-03-04T10:24:23Z,2025-08-22T13:04:14Z,Java,41,140,3212,0.96,1449,9.47,0
nicolargo/glances,nicolargo,glances,29605,2011-12-04T08:49:15Z,2025-08-22T15:35:21Z,Python,51,125,1933,0.94,743,13.72,0
motiondivision/motion,motiondivision,motion,29568,2018-11-16T09:48:38Z,2025-08-22T12:21:05Z,TypeScript,0,288,1570,0.84,1061,6.77,0
elsewhencode/project-guidelines,elsewhencode,project-guidelines,29554,2017-06-30T10:17:55Z,2025-08-21T15:33:35Z,JavaScript,0,9,29,0.76,113,8.15,1
react-boilerplate/react-boilerplate,react-boilerplate,react-boilerplate,29538,2015-02-18T14:36:32Z,2025-08-21T19:53:36Z,JavaScript,16,86,1823,0.95,715,10.51,0
aosabook/500lines,aosabook,500lines,29516,2013-11-04T02:02:53Z,2025-08-22T06:55:46Z,JavaScript,0,29,41,0.59,175,11.8,0
ariya/phantomjs,ariya,phantomjs,29480,2010-12-27T08:18:58Z,2025-08-22T01:59:13Z,C++,0,14,4731,1.0,562,14.65,0
mantinedev/mantine,mantinedev,mantine,29459,2021-01-07T14:02:19Z,2025-08-22T15:24:09Z,TypeScript,272,21,3224,0.99,1494,4.62,0
pmndrs/react-three-fiber,pmndrs,react-three-fiber,29417,2019-02-25T14:31:51Z,2025-08-22T08:38:46Z,TypeScript,125,80,1042,0.93,651,6.49,0
encode/django-rest-framework,encode,django-rest-framework,29394,2011-03-02T17:13:56Z,2025-08-22T09:05:53Z,Python,21,58,3887,0.99,3021,14.48,0
heyverse/hey,heyverse,hey,29381,2022-03-19T15:01:46Z,2025-08-22T15:28:35Z,TypeScript,0,0,0,0.0,3765,3.43,0
IanLunn/Hover,IanLunn,Hover,29376,2014-01-02T14:27:35Z,2025-08-22T11:22:43Z,SCSS,10,24,83,0.78,23,11.64,0
tokio-rs/tokio,tokio-rs,tokio,29371,2016-09-09T22:31:36Z,2025-08-22T15:22:11Z,Rust,138,334,2188,0.87,3596,8.95,0
danny-avila/LibreChat,danny-avila,LibreChat,29353,2023-02-12T01:06:52Z,2025-08-22T16:40:35Z,TypeScript,58,157,3115,0.95,2137,2.52,0
AllThingsSmitty/css-protips,AllThingsSmitty,css-protips,29348,2015-08-29T12:29:03Z,2025-08-22T07:27:08Z,Unknown,0,1,61,0.98,73,9.98,0
standard/standard,standard,standard,29340,2015-01-27T01:23:31Z,2025-08-22T08:32:02Z,JavaScript,7,110,1122,0.91,411,10.57,0
alibaba/canal,alibaba,canal,29327,2013-01-13T10:59:52Z,2025-08-22T10:51:38Z,Java,32,1160,3571,0.75,473,12.61,0
GoogleChrome/lighthouse,GoogleChrome,lighthouse,29291,2016-03-08T01:03:11Z,2025-08-22T13:50:33Z,JavaScript,125,491,8692,0.95,5467,9.46,0
hashicorp/consul,hashicorp,consul,29243,2013-11-04T22:15:27Z,2025-08-22T14:16:09Z,Go,217,1269,4270,0.77,13733,11.79,0
ageron/handson-ml2,ageron,handson-ml2,29216,2019-01-08T03:49:07Z,2025-08-22T15:42:05Z,Jupyter Notebook,0,217,300,0.58,64,6.62,0
xuxueli/xxl-job,xuxueli,xxl-job,29208,2015-11-28T12:59:34Z,2025-08-22T09:11:00Z,Java,38,227,3008,0.93,113,9.73,0
lukehoban/es6features,lukehoban,es6features,29193,2014-03-03T18:29:30Z,2025-08-21T16:20:56Z,Unknown,0,21,36,0.63,41,11.47,1
keycloak/keycloak,keycloak,keycloak,29157,2013-07-02T13:38:51Z,2025-08-22T15:32:20Z,Java,87,1992,13273,0.87,17539,12.14,0
realpython/python-guide,realpython,python-guide,29155,2011-03-15T03:24:20Z,2025-08-22T08:17:36Z,Batchfile,0,99,180,0.65,683,14.44,0
iperov/DeepFaceLive,iperov,DeepFaceLive,29147,2020-12-15T12:19:22Z,2025-08-22T12:40:46Z,Python,35,1,143,0.99,13,4.68,0
GorvGoyl/Clone-Wars,GorvGoyl,Clone-Wars,29134,2020-12-02T11:10:16Z,2025-08-22T08:22:32Z,Unknown,0,12,70,0.85,130,4.72,0
firecracker-microvm/firecracker,firecracker-microvm,firecracker,29130,2017-10-19T06:18:47Z,2025-08-22T17:16:21Z,Rust,78,48,1405,0.97,3191,7.84,0
spf13/viper,spf13,viper,29113,2014-04-02T14:33:33Z,2025-08-22T15:38:11Z,Go,34,412,490,0.54,507,11.39,0
XIU2/TrackersListCollection,XIU2,TrackersListCollection,29098,2019-10-03T15:55:07Z,2025-08-22T16:58:20Z,Unknown,0,0,0,0.0,7,5.89,0
kodecocodes/swift-algorithm-club,kodecocodes,swift-algorithm-club,29093,2016-01-26T17:56:12Z,2025-08-22T15:42:19Z,Swift,0,32,183,0.85,610,9.57,0
google-research/tuning_playbook,google-research,tuning_playbook,29091,2023-01-18T23:32:32Z,2025-08-22T09:53:52Z,Unknown,0,11,34,0.76,14,2.59,0
composer/composer,composer,composer,29081,2011-06-08T08:53:00Z,2025-08-22T14:30:27Z,PHP,215,116,7759,0.99,2959,14.21,0
sampotts/plyr,sampotts,plyr,29079,2015-02-14T11:33:07Z,2025-08-22T14:57:44Z,JavaScript,88,882,1221,0.58,384,10.52,0
CSSEGISandData/COVID-19,CSSEGISandData,COVID-19,29047,2020-02-04T22:03:53Z,2025-08-22T13:21:21Z,Unknown,0,1680,2079,0.55,2152,5.54,0
ajeetdsouza/zoxide,ajeetdsouza,zoxide,29035,2020-03-05T13:11:40Z,2025-08-22T16:34:52Z,Rust,36,102,580,0.85,226,5.46,0
refined-github/refined-github,refined-github,refined-github,29018,2016-02-15T16:45:02Z,2025-08-22T16:53:09Z,TypeScript,173,140,4373,0.97,3428,9.52,0
wuyouzhuguli/SpringAll,wuyouzhuguli,SpringAll,28930,2018-05-02T02:48:44Z,2025-08-22T11:41:44Z,Java,0,21,27,0.56,1,7.31,0
meta-llama/llama3,meta-llama,llama3,28930,2024-03-15T17:57:00Z,2025-08-22T11:11:02Z,Python,0,174,119,0.41,23,1.44,0
postcss/postcss,postcss,postcss,28859,2013-09-24T23:06:48Z,2025-08-22T14:21:04Z,TypeScript,268,27,998,0.97,760,11.91,0
pmndrs/react-spring,pmndrs,react-spring,28855,2018-03-07T15:39:32Z,2025-08-22T08:47:37Z,TypeScript,52,116,1143,0.91,437,7.46,0
Pierian-Data/Complete-Python-3-Bootcamp,Pierian-Data,Complete-Python-3-Bootcamp,28836,2018-02-12T19:30:10Z,2025-08-22T16:59:26Z,Jupyter Notebook,0,144,225,0.61,12,7.52,0
tastejs/todomvc,tastejs,todomvc,28819,2011-06-03T19:56:33Z,2025-08-22T00:36:39Z,JavaScript,6,123,661,0.84,760,14.22,0
dragonflydb/dragonfly,dragonflydb,dragonfly,28748,2021-12-11T10:00:42Z,2025-08-22T13:08:39Z,C++,108,269,1587,0.86,3318,3.7,0
StevenBlack/hosts,StevenBlack,hosts,28723,2012-04-12T20:22:50Z,2025-08-22T06:37:47Z,Python,780,113,1999,0.95,486,13.36,0
alibaba/spring-cloud-alibaba,alibaba,spring-cloud-alibaba,28700,2017-12-01T20:49:15Z,2025-08-22T15:25:18Z,Java,48,198,2302,0.92,1077,7.72,0
microsoft/qlib,microsoft,qlib,28685,2020-08-14T06:46:00Z,2025-08-22T17:11:02Z,Python,23,257,724,0.74,725,5.02,0
wesbos/JavaScript30,wesbos,JavaScript30,28676,2016-12-07T19:15:31Z,2025-08-22T15:21:16Z,HTML,0,0,0,0.0,153,8.7,0
cfenollosa/os-tutorial,cfenollosa,os-tutorial,28670,2014-09-29T08:39:34Z,2025-08-22T10:09:24Z,C,0,75,105,0.58,11,10.9,0
kovidgoyal/kitty,kovidgoyal,kitty,28641,2016-10-16T14:48:28Z,2025-08-22T16:15:34Z,Python,128,10,6265,1.0,1131,8.85,0
Ebazhanov/linkedin-skill-assessments-quizzes,Ebazhanov,linkedin-skill-assessments-quizzes,28638,2019-07-13T19:52:56Z,2025-08-22T14:03:35Z,Unknown,1,84,807,0.91,5638,6.11,0
statelyai/xstate,statelyai,xstate,28633,2015-09-14T15:04:15Z,2025-08-22T16:36:57Z,TypeScript,443,108,1288,0.92,1977,9.94,0
kenwheeler/slick,kenwheeler,slick,28623,2014-03-24T02:10:05Z,2025-08-21T23:10:22Z,JavaScript,48,1199,2421,0.67,258,11.41,0
feder-cr/Jobs_Applier_AI_Agent_AIHawk,feder-cr,Jobs_Applier_AI_Agent_AIHawk,28590,2024-08-04T12:15:06Z,2025-08-22T13:15:58Z,Python,0,11,663,0.98,185,1.05,0
ZuzooVn/machine-learning-for-software-engineers,ZuzooVn,machine-learning-for-software-engineers,28573,2016-10-09T21:20:25Z,2025-08-21T22:43:47Z,Unknown,0,17,9,0.35,60,8.87,0
grafana/k6,grafana,k6,28569,2016-03-21T15:30:24Z,2025-08-22T16:28:19Z,Go,77,717,1676,0.7,2165,9.42,0
PostHog/posthog,PostHog,posthog,28552,2020-01-23T22:46:58Z,2025-08-22T16:57:33Z,Python,19,2140,5563,0.72,25107,5.58,0
immerjs/immer,immerjs,immer,28551,2017-12-29T12:25:47Z,2025-08-21T22:15:35Z,JavaScript,109,35,633,0.95,374,7.65,0
continuedev/continue,continuedev,continue,28519,2023-05-24T03:39:39Z,2025-08-22T17:21:09Z,TypeScript,398,736,2930,0.8,2844,2.25,0
AvaloniaUI/Avalonia,AvaloniaUI,Avalonia,28501,2013-12-05T20:13:21Z,2025-08-22T16:47:44Z,C#,110,1713,6158,0.78,5318,11.71,0
valinet/ExplorerPatcher,valinet,ExplorerPatcher,28494,2021-08-09T14:17:24Z,2025-08-22T15:13:18Z,C,288,272,2196,0.89,18,4.04,0
donnemartin/data-science-ipython-notebooks,donnemartin,data-science-ipython-notebooks,28476,2015-01-23T19:38:29Z,2025-08-22T16:26:54Z,Python,0,19,22,0.54,31,10.58,0
vercel/turborepo,vercel,turborepo,28475,2021-10-05T17:37:11Z,2025-08-22T17:07:29Z,Rust,496,126,1811,0.93,6233,3.88,0
sunface/rust-course,sunface,rust-course,28465,2018-08-07T05:01:21Z,2025-08-22T12:53:30Z,Rust,0,60,149,0.71,783,7.04,0
shengxinjing/programmer-job-blacklist,shengxinjing,programmer-job-blacklist,28457,2016-06-25T06:09:10Z,2025-08-21T14:50:45Z,Shell,0,157,181,0.54,28,9.16,1
jumpserver/jumpserver,jumpserver,jumpserver,28444,2014-07-04T03:54:59Z,2025-08-22T16:39:17Z,Python,250,32,7291,1.0,7550,11.13,0
openai/openai-python,openai,openai-python,28437,2020-10-25T23:23:54Z,2025-08-22T17:19:27Z,Python,320,90,988,0.92,995,4.82,0
vuejs/vuex,vuejs,vuex,28436,2015-07-16T04:21:26Z,2025-08-22T07:13:56Z,JavaScript,51,99,1165,0.92,656,10.1,0
containers/podman,containers,podman,28410,2017-11-01T15:01:27Z,2025-08-22T16:26:46Z,Go,228,784,9249,0.92,11712,7.81,0
codepath/android_guides,codepath,android_guides,28380,2013-06-19T10:24:45Z,2025-08-22T01:06:52Z,Unknown,0,162,219,0.57,9,12.18,0
helm/helm,helm,helm,28377,2015-10-06T01:07:32Z,2025-08-22T06:52:56Z,Go,216,466,7679,0.94,4110,9.88,0
openssl/openssl,openssl,openssl,28374,2013-01-15T22:34:48Z,2025-08-22T16:44:17Z,C,283,1429,9328,0.87,145,12.6,0
jamiebuilds/the-super-tiny-compiler,jamiebuilds,the-super-tiny-compiler,28330,2016-03-11T04:19:18Z,2025-08-22T14:33:43Z,JavaScript,0,0,0,0.0,20,9.45,0
telegramdesktop/tdesktop,telegramdesktop,tdesktop,28323,2014-05-02T12:36:31Z,2025-08-22T17:18:06Z,C++,798,878,14368,0.94,1747,11.31,0
viraptor/reverse-interview,viraptor,reverse-interview,28306,2019-09-08T13:38:40Z,2025-08-22T14:26:26Z,Unknown,0,7,18,0.72,75,5.95,0
MichaelCade/90DaysOfDevOps,MichaelCade,90DaysOfDevOps,28297,2021-12-26T13:55:18Z,2025-08-22T15:27:19Z,Shell,2,9,80,0.9,358,3.66,0
VSCodium/vscodium,VSCodium,vscodium,28294,2018-08-13T14:26:58Z,2025-08-22T16:10:17Z,Shell,240,122,1390,0.92,549,7.03,0
LizardByte/Sunshine,LizardByte,Sunshine,28260,2021-12-15T23:38:57Z,2025-08-22T14:27:38Z,C++,43,80,983,0.92,1471,3.68,0
eugeneyan/applied-ml,eugeneyan,applied-ml,28241,2020-07-04T18:57:47Z,2025-08-22T16:23:46Z,Unknown,0,2,22,0.92,208,5.13,0
caolan/async,caolan,async,28224,2010-06-01T21:01:30Z,2025-08-20T20:34:27Z,JavaScript,7,10,1132,0.99,558,15.22,1
GitbookIO/gitbook,GitbookIO,gitbook,28217,2014-03-31T03:01:56Z,2025-08-22T17:23:09Z,TypeScript,75,28,1882,0.99,1302,11.39,0
linera-io/linera-protocol,linera-io,linera-protocol,28213,2021-12-19T04:09:21Z,2025-08-22T17:06:09Z,Rust,18,472,774,0.62,2685,3.67,0
alibaba/druid,alibaba,druid,28181,2011-11-03T05:12:51Z,2025-08-22T08:26:22Z,Java,51,2253,2285,0.5,1518,13.8,0
digitalocean/nginxconfig.io,digitalocean,nginxconfig.io,28177,2018-01-05T14:21:14Z,2025-08-21T00:52:32Z,JavaScript,0,55,184,0.77,191,7.63,1
NginxProxyManager/nginx-proxy-manager,NginxProxyManager,nginx-proxy-manager,28122,2017-12-20T23:01:16Z,2025-08-22T17:07:14Z,JavaScript,77,915,2085,0.69,530,7.67,0
jashkenas/backbone,jashkenas,backbone,28108,2010-09-30T19:41:28Z,2025-08-22T15:12:04Z,JavaScript,0,42,2364,0.98,881,14.89,0
datalab-to/marker,datalab-to,marker,28107,2023-10-30T20:14:08Z,2025-08-22T17:05:16Z,Python,63,266,291,0.52,199,1.81,0
dnSpy/dnSpy,dnSpy,dnSpy,28075,2015-07-01T16:05:10Z,2025-08-22T11:08:05Z,C#,1,0,0,0.0,53,10.14,0
swagger-api/swagger-ui,swagger-api,swagger-ui,28059,2011-07-15T22:56:39Z,2025-08-22T12:04:13Z,JavaScript,376,1208,4428,0.79,3308,14.1,0
python-telegram-bot/python-telegram-bot,python-telegram-bot,python-telegram-bot,28039,2015-07-07T15:30:39Z,2025-08-22T16:05:02Z,Python,127,15,2264,0.99,1636,10.13,0
zhiwehu/Python-programming-exercises,zhiwehu,Python-programming-exercises,28036,2012-06-14T07:56:46Z,2025-08-22T13:25:18Z,Unknown,0,68,17,0.2,0,13.19,0
acheong08/ChatGPT,acheong08,ChatGPT,28035,2022-12-03T14:35:24Z,2025-08-22T01:04:55Z,Python,277,11,792,0.99,292,2.72,0
mobxjs/mobx,mobxjs,mobx,28013,2015-03-14T14:31:38Z,2025-08-22T06:46:39Z,TypeScript,113,58,1914,0.97,1152,10.44,0
aquasecurity/trivy,aquasecurity,trivy,28011,2019-04-11T01:01:07Z,2025-08-22T16:32:41Z,Go,171,159,2751,0.95,3182,6.37,0
JedWatson/react-select,JedWatson,react-select,28005,2014-08-26T04:27:45Z,2025-08-22T01:50:29Z,TypeScript,61,381,3249,0.9,1054,10.99,0
nagadomi/waifu2x,nagadomi,waifu2x,28004,2015-05-17T07:29:15Z,2025-08-22T14:27:25Z,Lua,3,152,216,0.59,68,10.27,0
ChartsOrg/Charts,ChartsOrg,Charts,27933,2015-03-20T10:49:12Z,2025-08-22T14:50:50Z,Swift,38,890,3388,0.79,427,10.43,0
lenve/vhr,lenve,vhr,27915,2018-01-04T08:57:51Z,2025-08-22T13:08:20Z,Java,0,157,97,0.38,1,7.63,0
frappe/erpnext,frappe,erpnext,27878,2011-06-08T08:20:56Z,2025-08-22T16:15:25Z,Python,1000,2270,14508,0.86,26451,14.21,0
google/python-fire,google,python-fire,27842,2017-02-21T21:35:07Z,2025-08-22T12:46:48Z,Python,12,125,207,0.62,135,8.5,0
tailwindlabs/headlessui,tailwindlabs,headlessui,27840,2020-09-16T09:53:09Z,2025-08-22T14:24:48Z,TypeScript,127,110,1288,0.92,619,4.93,0
qianguyihao/Web,qianguyihao,Web,27831,2017-01-03T11:44:33Z,2025-08-22T09:26:03Z,Unknown,0,70,156,0.69,0,8.63,0
raysan5/raylib,raysan5,raylib,27827,2013-10-24T15:46:04Z,2025-08-22T17:22:55Z,C,24,20,2012,0.99,2163,11.83,0
geekcompany/ResumeSample,geekcompany,ResumeSample,27815,2014-09-08T08:08:13Z,2025-08-22T09:39:10Z,Unknown,0,0,0,0.0,2,10.95,0
t3-oss/create-t3-app,t3-oss,create-t3-app,27810,2022-05-24T13:31:01Z,2025-08-22T14:53:50Z,TypeScript,138,63,675,0.91,1114,3.25,0
nginx/nginx,nginx,nginx,27809,2015-06-23T10:26:27Z,2025-08-22T14:55:41Z,C,8,178,172,0.49,95,10.17,0
michalsnik/aos,michalsnik,aos,27796,2015-07-09T17:49:00Z,2025-08-22T17:20:23Z,JavaScript,0,344,360,0.51,38,10.12,0
BerriAI/litellm,BerriAI,litellm,27776,2023-07-27T00:09:52Z,2025-08-22T17:20:52Z,Python,987,868,5711,0.87,5328,2.07,0
CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon,Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,27755,2013-01-14T15:46:28Z,2025-08-22T13:38:15Z,Jupyter Notebook,0,157,90,0.36,243,12.6,0
kingToolbox/WindTerm,kingToolbox,WindTerm,27711,2019-10-09T19:56:09Z,2025-08-22T15:34:26Z,C,32,2180,564,0.21,1,5.87,0
sxyazi/yazi,sxyazi,yazi,27692,2023-07-08T11:45:55Z,2025-08-22T15:57:25Z,Rust,27,40,1375,0.97,953,2.12,0
getredash/redash,getredash,redash,27684,2013-10-28T13:19:39Z,2025-08-22T11:57:42Z,Python,100,616,1956,0.76,3255,11.82,0
YMFE/yapi,YMFE,yapi,27659,2016-05-30T09:09:09Z,2025-08-22T03:23:43Z,JavaScript,1,1536,922,0.38,141,9.23,0
JaidedAI/EasyOCR,JaidedAI,EasyOCR,27638,2020-03-14T11:46:39Z,2025-08-22T11:38:39Z,Python,23,464,607,0.57,177,5.44,0
flameshot-org/flameshot,flameshot-org,flameshot,27603,2017-05-10T19:44:51Z,2025-08-22T16:00:33Z,C++,30,668,2096,0.76,964,8.28,0
tj/commander.js,tj,commander.js,27568,2011-08-14T21:33:58Z,2025-08-22T05:25:57Z,JavaScript,83,7,1131,0.99,827,14.02,0
svc-develop-team/so-vits-svc,svc-develop-team,so-vits-svc,27542,2023-03-10T09:31:09Z,2025-08-22T16:27:11Z,Python,0,21,109,0.84,153,2.45,0
ossrs/srs,ossrs,srs,27541,2015-04-29T06:59:32Z,2025-08-22T14:12:36Z,C++,68,226,1313,0.85,507,10.32,0
